13.25	1.4001	0.04814	0.04054	-0.0369	0.0616	1.0
13.5	1.4059	0.05012	0.04268	-0.036	0.0593	1.0
13.75	1.4115	0.05212	0.04477	-0.0351	0.0571	1.0
14.0	1.418	0.05407	0.0467	-0.0342	0.0549	1.0
14.25	1.4266	0.05607	0.04875	-0.0329	0.0527	1.0
14.5	1.4286	0.05852	0.05141	-0.0322	0.0509	1.0
14.75	1.4308	0.06101	0.05404	-0.0316	0.0491	1.0
15.0	1.4342	0.06336	0.05644	-0.0312	0.0473	1.0
15.25	1.4467	0.06514	0.05814	-0.0297	0.045	1.0
15.5	1.4416	0.06845	0.06172	-0.0297	0.044	1.0
15.75	1.4385	0.07175	0.06524	-0.0296	0.0427	1.0
16.0	1.4362	0.07501	0.06865	-0.0296	0.0414	1.0
16.25	1.4351	0.07813	0.07188	-0.0298	0.0401	1.0
16.5	1.4392	0.08059	0.07434	-0.0296	0.0388	1.0
16.75	1.4401	0.08377	0.07759	-0.0291	0.0376	1.0
17.0	1.4274	0.08864	0.08274	-0.0304	0.0369	1.0
17.25	1.4151	0.09369	0.08804	-0.0318	0.0363	1.0
