7.25	1.2318	0.01193	0.00603	-0.0917	0.3191	1.0
7.5	1.2528	0.01238	0.00639	-0.0906	0.2935	1.0
7.75	1.2718	0.01294	0.00682	-0.0892	0.2643	1.0
8.0	1.2891	0.01362	0.00734	-0.0876	0.232	1.0
8.25	1.3042	0.01442	0.00794	-0.0856	0.1973	1.0
8.5	1.3175	0.01531	0.00862	-0.0834	0.1607	1.0
8.75	1.3282	0.01622	0.00934	-0.0807	0.1301	1.0
9.0	1.3388	0.01711	0.01011	-0.0781	0.108	1.0
9.25	1.35	0.01798	0.01089	-0.0756	0.0904	1.0
9.5	1.3615	0.01884	0.01169	-0.0732	0.0782	1.0
9.75	1.3735	0.01968	0.01251	-0.0709	0.0704	1.0
10.0	1.3845	0.0206	0.0134	-0.0687	0.0648	1.0
10.25	1.3969	0.02144	0.01429	-0.0667	0.061	1.0
10.5	1.4094	0.0223	0.01519	-0.0648	0.058	1.0
10.75	1.4184	0.0234	0.0163	-0.0626	0.055	1.0
11.0	1.427	0.02457	0.01753	-0.0605	0.0528	1.0
11.25	1.4395	0.02551	0.01855	-0.0589	0.051	1.0
11.5	1.4503	0.02659	0.01969	-0.0573	0.0492	1.0
11.75	1.4584	0.02791	0.02104	-0.0555	0.0473	1.0
12.0	1.4602	0.02976	0.02294	-0.0533	0.0455	1.0
12.25	1.4688	0.03116	0.02443	-0.0519	0.0443	1.0
12.5	1.4791	0.03246	0.02581	-0.0507	0.0429	1.0
12.75	1.4875	0.03395	0.02738	-0.0495	0.0414	1.0
13.0	1.4938	0.03568	0.02917	-0.0483	0.04	1.0
13.25	1.4941	0.03801	0.03154	-0.0469	0.0387	1.0
13.5	1.4941	0.04045	0.03407	-0.0457	0.0375	1.0
13.75	1.503	0.04212	0.03584	-0.045	0.0363	1.0
14.0	1.5091	0.0441	0.0379	-0.0444	0.0349	1.0
14.25	1.5135	0.0463	0.04017	-0.0438	0.0337	1.0
14.5	1.5126	0.04913	0.04305	-0.0432	0.0326	1.0
14.75	1.5064	0.0526	0.04659	-0.0426	0.0315	1.0
15.0	1.5124	0.05486	0.04898	-0.0424	0.0305	1.0
15.25	1.5153	0.05748	0.05169	-0.0423	0.0294	1.0
15.5	1.5171	0.06031	0.05459	-0.0423	0.0283	1.0
15.75	1.5155	0.06359	0.05793	-0.0425	0.0274	1.0
16.0	1.5055	0.06789	0.06228	-0.0426	0.0265	1.0
16.25	1.508	0.07082	0.06534	-0.0429	0.0257	1.0
16.5	1.5081	0.07407	0.06871	-0.0433	0.0248	1.0
16.75	1.5068	0.07756	0.07229	-0.0439	0.024	1.0
17.0	1.5043	0.08125	0.07605	-0.0445	0.0233	1.0
17.25	1.4987	0.08538	0.08024	-0.0453	0.0226	1.0
